turn_index,player,thinking_time,game
45,Lee_Sedol,56.0,5
46,Lee_Sedol,110.0,5
47,Lee_Sedol,117.0,5
48,Lee_Sedol,87.0,5
49,Lee_Sedol,120.0,5
50,Lee_Sedol,5.0,5
51,Lee_Sedol,265.0,5
52,Lee_Sedol,68.0,5
53,Lee_Sedol,135.0,5
54,Lee_Sedol,553.0,5
55,Lee_Sedol,32.0,5
56,Lee_Sedol,42.0,5
57,Lee_Sedol,75.0,5
58,Lee_Sedol,16.0,5
59,Lee_Sedol,20.0,5
60,Lee_Sedol,29.0,5
61,Lee_Sedol,27.0,5
62,Lee_Sedol,22.0,5
63,Lee_Sedol,95.0,5
64,Lee_Sedol,57.0,5
65,Lee_Sedol,19.0,5
66,Lee_Sedol,16.0,5
67,Lee_Sedol,12.0,5
68,Lee_Sedol,10.0,5
69,Lee_Sedol,323.0,5
70,Lee_Sedol,119.0,5
71,Lee_Sedol,72.0,5
72,Lee_Sedol,157.0,5
73,Lee_Sedol,60.0,5
74,Lee_Sedol,57.0,5
75,Lee_Sedol,42.0,5
76,Lee_Sedol,181.0,5
77,Lee_Sedol,59.0,5
78,Lee_Sedol,118.0,5
79,Lee_Sedol,3.0,5
80,Lee_Sedol,57.0,5
81,Lee_Sedol,48.0,5
82,Lee_Sedol,58.0,5
83,Lee_Sedol,33.0,5
84,Lee_Sedol,56.0,5
85,Lee_Sedol,58.0,5
86,Lee_Sedol,59.0,5
87,Lee_Sedol,54.0,5
88,Lee_Sedol,59.0,5
89,Lee_Sedol,58.0,5
90,Lee_Sedol,53.0,5
91,Lee_Sedol,28.0,5
92,Lee_Sedol,14.0,5
93,Lee_Sedol,14.0,5
94,Lee_Sedol,59.0,5
95,Lee_Sedol,58.0,5
96,Lee_Sedol,54.0,5
97,Lee_Sedol,59.0,5
98,Lee_Sedol,32.0,5
99,Lee_Sedol,38.0,5
100,Lee_Sedol,38.0,5
101,Lee_Sedol,6.0,5
102,Lee_Sedol,42.0,5
103,Lee_Sedol,53.0,5
104,Lee_Sedol,9.0,5
